drug_chembl_id,drug_name,substrate_chembl_id,substrate_name,metabolite_chembl_id,metabolite_name,enzyme_name,enzyme_tid,organism,pathway_id,pathway_key,met_conversion,met_comment,references
CHEMBL3526905,PRAZOSIN,CHEMBL3526905,rivoglitazone,CHEMBL3526469,M18,,,,1,fig 8,,"""Species: Rattus norvegicus,Macaca fascicularis""",21177486
CHEMBL3526905,PRAZOSIN,CHEMBL3526905,rivoglitazone,CHEMBL3526208,M12,,,,1,fig 8,,"""Species: Rattus norvegicus,Macaca fascicularis""",21177486
CHEMBL3526905,PRAZOSIN,CHEMBL3526905,rivoglitazone,CHEMBL3526243,Intermediate I,,,,1,fig 8,,"""Species: Rattus norvegicus,Macaca fascicularis""",21177486
CHEMBL3526905,PRAZOSIN,CHEMBL3526905,rivoglitazone,CHEMBL3526849,M13,,,,1,fig 8,,"""Species: Rattus norvegicus,Macaca fascicularis""",21177486
CHEMBL3526905,PRAZOSIN,CHEMBL3526905,rivoglitazone,CHEMBL3526767,M17,,,,1,fig 8,,"""Species: Rattus norvegicus,Macaca fascicularis""",21177486
CHEMBL377300,PRAZOSIN,CHEMBL3526278,M6,CHEMBL3526646,M32,,,,1,fig 5,,"""Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis""",21289073
CHEMBL377300,PRAZOSIN,CHEMBL3526645,M34,CHEMBL3526646,M32,,,,1,fig 5,,"""Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis""",21289073
CHEMBL377300,PRAZOSIN,CHEMBL380905,M9,CHEMBL3526645,M34,,,,1,fig 5,,"""Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis""",21289073
CHEMBL377300,PRAZOSIN,CHEMBL380905,M9,CHEMBL3526278,M6,,,,1,fig 5,,"""Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis""",21289073
CHEMBL377300,PRAZOSIN,CHEMBL380905,M9,CHEMBL3526269,M2,,,,1,fig 5,,"""Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis""",21289073
CHEMBL377300,PRAZOSIN,CHEMBL380905,M9,CHEMBL3526647,M13,,,,1,fig 5,,"""Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis""",21289073
CHEMBL377300,PRAZOSIN,CHEMBL3526543,M26,CHEMBL3527397,M33,,,,1,fig 5,,"""Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis""",21289073
CHEMBL377300,PRAZOSIN,CHEMBL3526270,M19,CHEMBL3527397,M33,,,,1,fig 5,,"""Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis""",21289073
CHEMBL377300,PRAZOSIN,CHEMBL3526621,M7,CHEMBL3526270,M19,,,,1,fig 5,,"""Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis""",21289073
CHEMBL377300,PRAZOSIN,CHEMBL3526621,M7,CHEMBL3526543,M26,,,,1,fig 5,,"""Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis""",21289073
CHEMBL377300,PRAZOSIN,CHEMBL377300,"""brivanib, BMS-540215""",CHEMBL380905,M9,,,,1,fig 5,,"""Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis""",21289073
CHEMBL377300,PRAZOSIN,CHEMBL377300,"""brivanib, BMS-540215""",CHEMBL3527570,M30,,,,1,fig 5,,"""Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis""",21289073
CHEMBL377300,PRAZOSIN,CHEMBL377300,"""brivanib, BMS-540215""",CHEMBL3526424,M28,,,,1,fig 5,,"""Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis""",21289073
CHEMBL377300,PRAZOSIN,CHEMBL377300,"""brivanib, BMS-540215""",CHEMBL3526621,M7,,,,1,fig 5,,"""Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis""",21289073
CHEMBL377300,PRAZOSIN,CHEMBL377300,"""brivanib, BMS-540215""",CHEMBL3527569,M25,,,,1,fig 5,,"""Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis""",21289073
CHEMBL377300,PRAZOSIN,CHEMBL377300,"""brivanib, BMS-540215""",CHEMBL3526252,M31,,,,1,fig 5,,"""Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis""",21289073
CHEMBL535,PRAZOSIN,CHEMBL535,"""Sunitinib, Sutent""",CHEMBL3527184,M6,,,,1,fig 9,,"""Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis""",22180047
CHEMBL535,PRAZOSIN,CHEMBL535,"""Sunitinib, Sutent""",CHEMBL3542323,M2F,,,,1,fig 9,,"""Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis""",22180047
CHEMBL535,PRAZOSIN,CHEMBL535,"""Sunitinib, Sutent""",CHEMBL3527192,M5A/B,,,,1,fig 9,,"""Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis""",22180047
CHEMBL535,PRAZOSIN,CHEMBL535,"""Sunitinib, Sutent""",CHEMBL3527293,"""M4A,C,D""",,,,1,fig 9,,"""Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis""",22180047
CHEMBL535,PRAZOSIN,CHEMBL535,"""Sunitinib, Sutent""",CHEMBL3542333,"""M3, SU014335""",,,,1,fig 9,,"""Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis""",22180047
CHEMBL535,PRAZOSIN,CHEMBL535,"""Sunitinib, Sutent""",CHEMBL3542273,M4E,,,,1,fig 9,,"""Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis""",22180047
CHEMBL535,PRAZOSIN,CHEMBL535,"""Sunitinib, Sutent""",CHEMBL3542196,"""M2E, SU012487""",,,,1,fig 9,,"""Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis""",22180047
CHEMBL535,PRAZOSIN,CHEMBL535,"""Sunitinib, Sutent""",CHEMBL3527193,M7A/B/C,,,,1,fig 9,,"""Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis""",22180047
CHEMBL535,PRAZOSIN,CHEMBL535,"""Sunitinib, Sutent""",CHEMBL3527292,"""M2A,B,C,D""",,,,1,fig 9,,"""Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis""",22180047
CHEMBL535,PRAZOSIN,CHEMBL535,"""Sunitinib, Sutent""",CHEMBL3542344,"""M1, SU012662""",,,,1,fig 9,,"""Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis""",22180047
CHEMBL535,PRAZOSIN,CHEMBL535,"""Sunitinib, Sutent""",CHEMBL3542232,M11,,,,1,fig 9,,"""Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis""",22180047
CHEMBL535,PRAZOSIN,CHEMBL535,"""Sunitinib, Sutent""",CHEMBL3527191,M10,,,,1,fig 9,,"""Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis""",22180047
CHEMBL535,PRAZOSIN,CHEMBL535,"""Sunitinib, Sutent""",CHEMBL3542401,"""M9, PHA-774731""",,,,1,fig 9,,"""Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis""",22180047
CHEMBL535,PRAZOSIN,CHEMBL535,"""Sunitinib, Sutent""",CHEMBL3542399,"""M8, PHA-782584""",,,,1,fig 9,,"""Species: Rattus norvegicus,Homo sapiens,Macaca fascicularis""",22180047
CHEMBL49429,PRAZOSIN,CHEMBL3527294,"""M1,M2""",CHEMBL237987,"""M6, WAY-138758""",,,,1,fig 1,,"""Species: Rattus norvegicus,Homo sapiens,Canis lupus familiaris""",22474055
CHEMBL49429,PRAZOSIN,CHEMBL3526689,M8,CHEMBL238206,"""M5, WAY-141624""",,,,1,fig 1,,"""Species: Rattus norvegicus,Homo sapiens,Canis lupus familiaris""",22474055
CHEMBL49429,PRAZOSIN,CHEMBL49429,"""VPA-985, Lixi, Lixivaptan""",CHEMBL392363,"""M4, WAY-137930""",,,,1,fig 1,,"""Species: Rattus norvegicus,Homo sapiens,Canis lupus familiaris""",22474055
CHEMBL49429,PRAZOSIN,CHEMBL49429,"""VPA-985, Lixi, Lixivaptan""",CHEMBL237772,"""M3, WAY-138451""",,,,1,fig 1,,"""Species: Rattus norvegicus,Homo sapiens,Canis lupus familiaris""",22474055
CHEMBL49429,PRAZOSIN,CHEMBL49429,"""VPA-985, Lixi, Lixivaptan""",CHEMBL3526965,M7,,,,1,fig 1,,"""Species: Rattus norvegicus,Homo sapiens,Canis lupus familiaris""",22474055
CHEMBL49429,PRAZOSIN,CHEMBL49429,"""VPA-985, Lixi, Lixivaptan""",CHEMBL3526689,M8,,,,1,fig 1,,"""Species: Rattus norvegicus,Homo sapiens,Canis lupus familiaris""",22474055
CHEMBL49429,PRAZOSIN,CHEMBL49429,"""VPA-985, Lixi, Lixivaptan""",CHEMBL238206,"""M5, WAY-141624""",,,,1,fig 1,,"""Species: Rattus norvegicus,Homo sapiens,Canis lupus familiaris""",22474055
CHEMBL49429,PRAZOSIN,CHEMBL3526965,M7,CHEMBL237987,"""M6, WAY-138758""",,,,1,fig 1,,"""Species: Rattus norvegicus,Homo sapiens,Canis lupus familiaris""",22474055
CHEMBL49429,PRAZOSIN,CHEMBL3526965,M7,CHEMBL3527294,"""M1,M2""",,,,1,fig 1,,"""Species: Rattus norvegicus,Homo sapiens,Canis lupus familiaris""",22474055
CHEMBL49429,PRAZOSIN,CHEMBL3526689,M8,CHEMBL3527294,"""M1,M2""",,,,1,fig 1,,"""Species: Rattus norvegicus,Homo sapiens,Canis lupus familiaris""",22474055
CHEMBL1163,PRAZOSIN,CHEMBL3526718,M2,CHEMBL3526899,M6,,,,1,Fig2,,"""Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo""",21148252
CHEMBL1163,PRAZOSIN,CHEMBL3526718,M2,CHEMBL3526904,M12,,,,1,Fig2,,"""Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo""",21148252
CHEMBL1163,PRAZOSIN,CHEMBL3526718,M2,CHEMBL3526787,M10,,,,1,Fig2,,"""Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo""",21148252
CHEMBL1163,PRAZOSIN,CHEMBL3526787,M10,CHEMBL3526902,M11,,,,1,Fig2,,"""Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo""",21148252
CHEMBL1163,PRAZOSIN,CHEMBL3526719,M8,CHEMBL3526901,M9,,,,1,Fig2,,"""Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo""",21148252
CHEMBL1163,PRAZOSIN,CHEMBL3526717,M1,CHEMBL3526896,M16,,,,1,Fig2,,"""Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo""",21148252
CHEMBL1163,PRAZOSIN,CHEMBL1163,"""ATV, Atazanavir, Reyataz""",CHEMBL3526717,M1,,,,2,Fig3,,"""Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo""",21148252
CHEMBL1163,PRAZOSIN,CHEMBL1163,"""ATV, Atazanavir, Reyataz""",CHEMBL3542349,m1,,,,2,Fig3,,"""Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo""",21148252
CHEMBL1163,PRAZOSIN,CHEMBL3542349,m1,CHEMBL3542350,m1-oxime,,,,2,Fig3,,"""Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo""",21148252
CHEMBL1163,PRAZOSIN,CHEMBL3542349,m1,CHEMBL3542351,m2,,,,2,Fig3,,"""Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo""",21148252
CHEMBL1163,PRAZOSIN,CHEMBL3542351,m2,CHEMBL3542352,m3,,,,2,Fig3,,"""Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo""",21148252
CHEMBL1163,PRAZOSIN,CHEMBL3542349,m1,CHEMBL3988901,m4,,,,2,Fig3,,"""Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo""",21148252
CHEMBL1163,PRAZOSIN,CHEMBL3988901,m4,CHEMBL3988902,m5,,,,2,Fig3,,"""Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo""",21148252
CHEMBL1163,PRAZOSIN,CHEMBL1163,"""ATV, Atazanavir, Reyataz""",CHEMBL3526718,M2,,,,1,Fig2,,"""Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo""",21148252
CHEMBL1163,PRAZOSIN,CHEMBL1163,"""ATV, Atazanavir, Reyataz""",CHEMBL3526166,M5,,,,1,Fig2,,"""Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo""",21148252
CHEMBL1163,PRAZOSIN,CHEMBL1163,"""ATV, Atazanavir, Reyataz""",CHEMBL3526898,M4,,,,1,Fig2,,"""Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo""",21148252
CHEMBL1163,PRAZOSIN,CHEMBL1163,"""ATV, Atazanavir, Reyataz""",CHEMBL3526897,M3,,,,1,Fig2,,"""Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo""",21148252
CHEMBL1163,PRAZOSIN,CHEMBL1163,"""ATV, Atazanavir, Reyataz""",CHEMBL3526717,M1,,,,1,Fig2,,"""Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo""",21148252
CHEMBL1163,PRAZOSIN,CHEMBL1163,"""ATV, Atazanavir, Reyataz""",CHEMBL3542349,m1,,,,1,Fig2,,"""Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo""",21148252
CHEMBL1163,PRAZOSIN,CHEMBL1163,"""ATV, Atazanavir, Reyataz""",CHEMBL3526892,M15,,,,1,Fig2,,"""Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo""",21148252
CHEMBL1163,PRAZOSIN,CHEMBL1163,"""ATV, Atazanavir, Reyataz""",CHEMBL3988903,M15',,,,1,Fig2,,"""Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo""",21148252
CHEMBL1163,PRAZOSIN,CHEMBL1163,"""ATV, Atazanavir, Reyataz""",CHEMBL3526789,M14,,,,1,Fig2,,"""Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo""",21148252
CHEMBL1163,PRAZOSIN,CHEMBL1163,"""ATV, Atazanavir, Reyataz""",CHEMBL3526788,M13,,,,1,Fig2,,"""Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo""",21148252
CHEMBL1163,PRAZOSIN,CHEMBL3526718,M2,CHEMBL3526719,M8,,,,1,Fig2,,"""Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo""",21148252
CHEMBL1163,PRAZOSIN,CHEMBL3526718,M2,CHEMBL3526900,M7,,,,1,Fig2,,"""Species: Mus musculus, Homo sapiens|Conditions: in-vitro, in-vivo""",21148252
CHEMBL3527223,PRAZOSIN,CHEMBL80254,M1,CHEMBL3526603,M2,,,,1,fig 8,,,23454829
CHEMBL3527223,PRAZOSIN,CHEMBL3527223,CS-1036,CHEMBL80254,M1,,,,1,fig 8,,,23454829
CHEMBL651,PRAZOSIN,CHEMBL651,Methadone,CHEMBL3542270,EDDP+,Cytochrome P450s,,,1,fig 1,,,22685215
CHEMBL651,PRAZOSIN,CHEMBL3542270,EDDP+,CHEMBL3542312,EMDP,Cytochrome P450s,,,1,fig 1,,,22685215
CHEMBL651,PRAZOSIN,CHEMBL3542270,EDDP+,CHEMBL3542324,EDDP,Cytochrome P450s,,,1,fig 1,,,22685215
CHEMBL3527000,PRAZOSIN,CHEMBL3527000,E7016,CHEMBL3527002,ER-879819,NAD(P)+ dependent oxidoreductase,,,1,fig 7,,,20947616
CHEMBL3527000,PRAZOSIN,CHEMBL3527002,ER-879819,CHEMBL3542410,[lactone],FMO5,CHEMBL3430871,,1,fig 7,,,20947616
CHEMBL3527000,PRAZOSIN,CHEMBL3542410,[lactone],CHEMBL3527001,ER-879123,Carboxylesterases,,,1,fig 7,,,20947616
CHEMBL25,PRAZOSIN,CHEMBL25,ASPIRIN,CHEMBL424,SALICYLIC ACID,Esterases,,,1,,"""Ester hydrolysis, leaving a hydroxyl group substituent on the aromatic ring.""","""Organ: Plasma and Liver|Comment: Active metabolite with its own anti-inflammatory properties  is the cause of toxicity in aspirin by causing increased O2 consumption and CO2 production leading to hyperventilation by direct interaction with the medulla, and also increases the predisposition of ulceration by inhibiting the synthesis of vasodilators and cytoprotective prostaglandins.""",10.1007/s00210-012-0752-0; 10.1159/000327782; 0443051488
CHEMBL25,PRAZOSIN,CHEMBL424,SALICYLIC ACID,CHEMBL3544526,SALICYLIC ACID PHENOL GLUCURONIDE,UGT1A6,CHEMBL1743316,,1,,O-glucuronide conjugation to the hydroxyl group forming an ether,"""Organ: Plasma and Liver|Comment: A glucuronide conjugate metabolite, these metabolites make up a significant percentage of the final product.""",10.1007/s00210-012-0752-0; 10.1159/000327782; 0443051488
CHEMBL25,PRAZOSIN,CHEMBL424,SALICYLIC ACID,CHEMBL586,SALICYLURIC ACID,UGT1A6,CHEMBL1743316,,1,,Glycine conjugation to the carboxylic acid group,Organ: Liver|Comment: Glycine conjugate which id the major metabolite.,10.1007/s00210-012-0752-0; 10.1159/000327782; 0443051488
CHEMBL25,PRAZOSIN,CHEMBL586,SALICYLURIC ACID,CHEMBL3544527,GENTISURIC ACID,Cytochrome P450s,,,1,,Ring hydroxylation para to the other hydroxyl group,Organ: Plasma and Liver,10.1007/s00210-012-0752-0
CHEMBL25,PRAZOSIN,CHEMBL424,SALICYLIC ACID,CHEMBL1461,GENTISIC ACID,Cytochrome P450s,,,1,,Ring hydroxylation para to the other hydroxyl,Organ: Plasma and Liver,10.1007/s00210-012-0752-0; 0443051488
CHEMBL25,PRAZOSIN,CHEMBL1461,GENTISIC ACID,CHEMBL3544527,GENTISURIC ACID,UGT1A6,CHEMBL1743316,,1,,Glycine conjugation to the carboxylic acid group,Organ: Plasma and Liver,10.1007/s00210-012-0752-0
CHEMBL25,PRAZOSIN,CHEMBL424,SALICYLIC ACID,CHEMBL1432,"""2,3-DIHYDROXYBENZOIC ACID""",Cytochrome P450s,,,1,,Ring hydroxylation ortho to the other hydroxyl,Organ: Plasma and Liver,10.1007/s00210-012-0752-0
CHEMBL25,PRAZOSIN,CHEMBL1432,"""2,3-DIHYDROXYBENZOIC ACID""",CHEMBL3544545,"""2,3,5-TRIHYDROXYBENZOIC ACID""",Cytochrome P450s,,,1,,Ring hydroxylation para to one of the hydroxyls and meta to the other hydroxyl,Organ: Plasma and Liver,10.1007/s00210-012-0752-0
CHEMBL25,PRAZOSIN,CHEMBL1461,GENTISIC ACID,CHEMBL3544545,"""2,3,5-TRIHYDROXYBENZOIC ACID""",Cytochrome P450s,,,1,,Ring hydroxylation ortho to one of the hydroxyl groups and meta to the other hydroxyl group,Organ: Plasma and Liver,10.1007/s00210-012-0752-0
CHEMBL88,PRAZOSIN,CHEMBL88,CYCLOPHOSPHAMIDE,CHEMBL731,4-HYDROXYCYCLOPHOSPHAMIDE,CYP2C9,CHEMBL3397,,1,,hydroxylation,Organ: Liver|Comment: Active metabolite that is in equilibrium with Aldophosphamide. Cyclophosphamide appears to induce its own metabolism.,"""label/2013/012141s090,012142s112lbl.pdf; 0443051488; 9780071624428"""
CHEMBL88,PRAZOSIN,CHEMBL88,CYCLOPHOSPHAMIDE,CHEMBL731,4-HYDROXYCYCLOPHOSPHAMIDE,CYP2B6,CHEMBL4729,,1,,hydroxylation,Organ: Liver|Comment: Active metabolite that is in equilibrium with Aldophosphamide. Cyclophosphamide appears to induce its own metabolism.,"""label/2013/012141s090,012142s112lbl.pdf; 0443051488; 9780071624428"""
CHEMBL88,PRAZOSIN,CHEMBL88,CYCLOPHOSPHAMIDE,CHEMBL731,4-HYDROXYCYCLOPHOSPHAMIDE,CYP3A5,CHEMBL3019,,1,,hydroxylation,Organ: Liver|Comment: Active metabolite that is in equilibrium with Aldophosphamide. Cyclophosphamide appears to induce its own metabolism.,"""label/2013/012141s090,012142s112lbl.pdf; 0443051488; 9780071624428"""
CHEMBL88,PRAZOSIN,CHEMBL88,CYCLOPHOSPHAMIDE,CHEMBL731,4-HYDROXYCYCLOPHOSPHAMIDE,CYP3A4,CHEMBL340,,1,,hydroxylation,Organ: Liver|Comment: Active metabolite that is in equilibrium with Aldophosphamide. Cyclophosphamide appears to induce its own metabolism.,"""label/2013/012141s090,012142s112lbl.pdf; 0443051488; 9780071624428"""
CHEMBL88,PRAZOSIN,CHEMBL88,CYCLOPHOSPHAMIDE,CHEMBL731,4-HYDROXYCYCLOPHOSPHAMIDE,CYP2C19,CHEMBL3622,,1,,hydroxylation,Organ: Liver|Comment: Active metabolite that is in equilibrium with Aldophosphamide. Cyclophosphamide appears to induce its own metabolism.,"""label/2013/012141s090,012142s112lbl.pdf; 0443051488; 9780071624428"""
CHEMBL88,PRAZOSIN,CHEMBL88,CYCLOPHOSPHAMIDE,CHEMBL731,4-HYDROXYCYCLOPHOSPHAMIDE,CYP2C18,CHEMBL2408,,1,,hydroxylation,Organ: Liver|Comment: Active metabolite that is in equilibrium with Aldophosphamide. Cyclophosphamide appears to induce its own metabolism.,"""label/2013/012141s090,012142s112lbl.pdf; 0443051488; 9780071624428"""
CHEMBL88,PRAZOSIN,CHEMBL88,CYCLOPHOSPHAMIDE,CHEMBL731,4-HYDROXYCYCLOPHOSPHAMIDE,CYP2A6,CHEMBL5282,,1,,hydroxylation,Organ: Liver|Comment: Active metabolite that is in equilibrium with Aldophosphamide. Cyclophosphamide appears to induce its own metabolism.,"""label/2013/012141s090,012142s112lbl.pdf; 0443051488; 9780071624428"""
CHEMBL88,PRAZOSIN,CHEMBL731,4-HYDROXYCYCLOPHOSPHAMIDE,CHEMBL3544546,4-KETOCYCLOPHOSPHAMIDE,"""aldehyde dehydrogenases, don't know which one specifically""",CHEMBL3542434,,1,,Oxidation of the hydroxyl at position 4' to a ketone,"""Organ: Liver|Comment: inactive, the ring tautomer of 4-hydroxycyclophosphamide (which it is in equilibrium with) undergoes similar oxidation.""","""label/2013/012141s090,012142s112lbl.pdf; 0443051488"""
CHEMBL88,PRAZOSIN,CHEMBL731,4-HYDROXYCYCLOPHOSPHAMIDE,CHEMBL1593,ALDOPHOSPHAMIDE,,,,1,,Ring-opening tautomerisation (a process which is in equilibrium),Organ: Liver|Comment: In equilibrium with its tautomer 4-hydroxycyclophosphamide. It is further metabolised to produce metabolites which are responsible for the parent drug's therapeutic effects and its toxicity.,"""label/2013/012141s090,012142s112lbl.pdf; 0443051488"""
CHEMBL88,PRAZOSIN,CHEMBL1593,ALDOPHOSPHAMIDE,CHEMBL3544547,CARBOXYPHOSPHAMIDE,"""aldehyde dehydrogenases, don't know which one specifically""",CHEMBL3542434,,1,,aldehyde is oxidised to a carboxylic acid,"""Organ: Liver|Comment: Inactive, produced in a very similar way as 4-ketophosphamide.""","""label/2013/012141s090,012142s112lbl.pdf; 0443051488"""
CHEMBL88,PRAZOSIN,CHEMBL1593,ALDOPHOSPHAMIDE,CHEMBL721,ACROLEIN,Serum albumin (non-enzymatic process),CHEMBL3253,,1,,beta-elimination,Organ: Liver|Comment: Produced alongside Phosphoramide Mustard. Is responsible for bladder toxicity caused by the drug.,"""label/2013/012141s090,012142s112lbl.pdf; 0443051488"""
CHEMBL88,PRAZOSIN,CHEMBL525,PHOSPHORAMIDE MUSTARD,CHEMBL913,NORNITROGEN MUSTARD,,,,1,,"""Cleavage of a P-N  single bond, leaving the mustard""",Organ: Liver|Comment: Another minor active alkylating agent.,0443051488; 9780071624428
CHEMBL185,PRAZOSIN,CHEMBL219497,"""5-FLUORO-5,6-DIHYDROURACIL""",CHEMBL3544570,ALPHA-FLUORO-BETA-UREIDEPROPIONIC ACID,,,,1,,Ring-opening amide hydrolysis,Organ: Liver,0443051488; 21449674
CHEMBL185,PRAZOSIN,CHEMBL185,5-FLUOROURACIL,CHEMBL917,5-FLUORO-2'-DEOXYURIDINE,Thymidine phosphorylase,CHEMBL3106,,1,,N-conjugation of deoxyuridine group,Organ: Liver,21449674
CHEMBL185,PRAZOSIN,CHEMBL917,5-FLUORO-2'-DEOXYURIDINE,CHEMBL886,5-FLUORODEOXYURIDINE MONOPHOSPHATE,,,,1,,Conjugation of phosphate groups via an alcohol substituent on the deoxyuridine ring,Organ: Liver|Comment: active metabolite that inhibits thymidyline kinase,0443051488; 21449674
CHEMBL185,PRAZOSIN,CHEMBL185,5-FLUOROURACIL,CHEMBL54918,5-FLUORO-URIDINE,UPP1,CHEMBL4811,,1,,conjugation of uridine group,Organ: Liver,21449674
CHEMBL185,PRAZOSIN,CHEMBL185,5-FLUOROURACIL,CHEMBL474163,5-FLUOROURIDINE MONOPHOSPHATE,UMPS,CHEMBL5216,,1,,conjugation of a uridine group followed by the addition of a phosphate group,Organ: Liver,21449674
CHEMBL185,PRAZOSIN,CHEMBL590981,5-FLUOROURIDINE DIPHOSPHATE,CHEMBL1774,5-FLUOROURIDINE TRIPHOSPHATE,NME2,CHEMBL2160,,1,,addition of a phosphate group,Organ: Liver|Comment: Can be incorporated into RNA strand resulting in RNA damage,21449674
CHEMBL185,PRAZOSIN,CHEMBL590981,5-FLUOROURIDINE DIPHOSPHATE,CHEMBL1774,5-FLUOROURIDINE TRIPHOSPHATE,NME1,CHEMBL2159,,1,,addition of a phosphate group,Organ: Liver|Comment: Can be incorporated into RNA strand resulting in RNA damage,21449674
CHEMBL139,PRAZOSIN,CHEMBL139,DICLOFENAC,CHEMBL1031,5'-HYDROXY-DICLOFENAC,CYP2B6,CHEMBL4729,,1,,hydroxylation,Organ: Liver|Comment: can undergo subsequent glucuronide and sulfonation conjugation,label/2009/022202lbl.pdf; label/2011/020142s021s022lbl.pdf; label/2016/022165s011lbl.pdf; 11829203
CHEMBL139,PRAZOSIN,CHEMBL139,DICLOFENAC,CHEMBL1031,5'-HYDROXY-DICLOFENAC,CYP2C8,CHEMBL3721,,1,,hydroxylation,Organ: Liver|Comment: can undergo subsequent glucuronide and sulfonation conjugation,label/2009/022202lbl.pdf; label/2011/020142s021s022lbl.pdf; label/2016/022165s011lbl.pdf; 11829203
CHEMBL139,PRAZOSIN,CHEMBL139,DICLOFENAC,CHEMBL1031,5'-HYDROXY-DICLOFENAC,CYP3A4,CHEMBL340,,1,,hydroxylation,Organ: Liver|Comment: can undergo subsequent glucuronide and sulfonation conjugation,label/2009/022202lbl.pdf; label/2011/020142s021s022lbl.pdf; label/2016/022165s011lbl.pdf; 11829203
CHEMBL139,PRAZOSIN,CHEMBL139,DICLOFENAC,CHEMBL1031,5'-HYDROXY-DICLOFENAC,CYP2C18,CHEMBL2408,,1,,hydroxylation,Organ: Liver|Comment: can undergo subsequent glucuronide and sulfonation conjugation,label/2009/022202lbl.pdf; label/2011/020142s021s022lbl.pdf; label/2016/022165s011lbl.pdf; 11829203
CHEMBL139,PRAZOSIN,CHEMBL139,DICLOFENAC,CHEMBL1031,5'-HYDROXY-DICLOFENAC,CYP2C19,CHEMBL3622,,1,,hydroxylation,Organ: Liver|Comment: can undergo subsequent glucuronide and sulfonation conjugation,label/2009/022202lbl.pdf; label/2011/020142s021s022lbl.pdf; label/2016/022165s011lbl.pdf; 11829203
CHEMBL139,PRAZOSIN,CHEMBL139,DICLOFENAC,CHEMBL1033,3'-HYDROXY-4'-METHOXY-DICLOFENAC,CYP2C9,CHEMBL3397,,1,,hydroxylation and methoxylation,Organ: Liver|Comment: can undergo subsequent glucuronide and sulfonation conjugation,label/2009/022202lbl.pdf; label/2011/020142s021s022lbl.pdf; label/2016/022165s011lbl.pdf; 11829203
CHEMBL16,PRAZOSIN,CHEMBL1908021,5-(P-HYDROXYPHENYL)-5-PHENYLDANTOIN,CHEMBL3544887,5-(P-HYDROXYPHENYL)-5-PHENYLDANTOIN O-GLUCURONIDE,,,,1,,Glucuronidation (Phase 2 metabolism),Organ: Liver,0443051488
