,id,cid,dsn,cmpdname,srccmpd,srccmpdname,srccmpdurl,srctarget,srctargetname,srctargeturl,protacxn,protname,geneid,genename,taxid,taxname,action,actname,actvalue,evids,evurls,pmids,dois,citations
0,1892735,5280746,BindingDB,Apiin,153268,"7-[(2S,3R,4S,5S,6R)-3-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-5-hydroxy-2-(4-hydroxyphenyl)chromen-4-one",https://www.bindingdb.org/rwd/bind/chemsearch/marvin/MolStructure.jsp?monomerid=153268,4981,Aurora kinase B,https://www.bindingdb.org/rwd/jsp/dbsearch/PrimarySearch_ki.jsp?tag=pol&polymerid=4981,Q96GD4,Aurora kinase B,9212,AURKB,9606,Homo sapiens (human),,IC50 (nM),12140.0,PMID:25298094|DOI:10.1111/cbdd.12445,https://www.ncbi.nlm.nih.gov/pubmed/25298094|https://doi.org/10.1111/cbdd.12445,25298094,10.1111/cbdd.12445,
