,id,cid,dsn,cmpdname,srccmpd,srccmpdname,srccmpdurl,srctarget,srctargetname,srctargeturl,protacxn,protname,geneid,genename,taxid,taxname,action,actname,actvalue,evids,evurls,pmids,dois,citations
0,982677,6990,Comparative Toxicogenomics Database (CTD),Resacetophenone,C412963,resacetophenone,https://ctdbase.org/detail.go?type=chem&acc=C412963,5743,PTGS2,https://ctdbase.org/detail.go?type=gene&acc=5743,,,5743,PTGS2,9606,Homo sapiens (human),Resacetophenone results in decreased expression of PTGS2 mrna|resacetophenone analog results in decreased expression of PTGS2 mRNA,,,PMID:10920275,https://www.ncbi.nlm.nih.gov/pubmed/10920275,10920275,,
