,id,cid,dsn,cmpdname,srccmpd,srccmpdname,srccmpdurl,srctarget,srctargetname,srctargeturl,protacxn,protname,geneid,genename,taxid,taxname,action,actname,actvalue,evids,evurls,pmids,dois,citations
0,1176490,24947,Comparative Toxicogenomics Database (CTD),Cadmium Chloride,D019256,Cadmium Chloride,https://ctdbase.org/detail.go?type=chem&acc=D019256,80725,SRCIN1,https://ctdbase.org/detail.go?type=gene&acc=80725,,,80725,SRCIN1,10090,Mus musculus (house mouse),[cadmium chloride results in increased abundance of cadmium] which results in decreased expression of SRCIN1 mRNA,,,PMID:37325564,https://www.ncbi.nlm.nih.gov/pubmed/37325564,37325564,,
