,id,cid,dsn,cmpdname,srccmpd,srccmpdname,srccmpdurl,srctarget,srctargetname,srctargeturl,protacxn,protname,geneid,genename,taxid,taxname,action,actname,actvalue,evids,evurls,pmids,dois,citations
0,2014033,15959238,BindingDB,Benzotriazol-1-yl 4-(diethylamino)benzoate,59240,"Benzotriazole ester, 6",https://www.bindingdb.org/rwd/bind/chemsearch/marvin/MolStructure.jsp?monomerid=59240,4753,Replicase polyprotein 1ab,https://www.bindingdb.org/rwd/jsp/dbsearch/PrimarySearch_ki.jsp?tag=pol&polymerid=4753,P0C6X7,Replicase polyprotein 1ab,1489680,ORF1ab,694009,Severe acute respiratory syndrome-related coronavirus,,Ki (nM),11.1,PMID:16638531|DOI:10.1016/j.chembiol.2005.12.008,https://www.ncbi.nlm.nih.gov/pubmed/16638531|https://doi.org/10.1016/j.chembiol.2005.12.008,16638531,10.1016/j.chembiol.2005.12.008,
