, id,cid,dsn,cmpdname,srccmpd,srccmpdname,srccmpdurl,srctarget,srctargetname,srctargeturl,protacxn,protname,geneid,genename,taxid,taxname,action,actname,actvalue,evids,evurls,pmids,dois,citations
299,693281,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3156,HMGCR,https://ctdbase.org/detail.go?type=gene&acc=3156,,,3156.0,HMGCR,10116.0,Rattus norvegicus (Norway rat),Selenium promotes the reaction [cholesterol results in decreased expression of HMGCR mrna]|cholesterol results in decreased expression of HMGCR mRNA,,,PMID:16581047,https://www.ncbi.nlm.nih.gov/pubmed/16581047,16581047,,
300,693512,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3156,HMGCR,https://ctdbase.org/detail.go?type=gene&acc=3156,,,3156.0,HMGCR,10116.0,Rattus norvegicus (Norway rat),[turmeric extract co-treated with cholesterol] results in decreased expression of HMGCR mRNA,,,PMID:21535835,https://www.ncbi.nlm.nih.gov/pubmed/21535835,21535835,,
301,693513,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3156,HMGCR,https://ctdbase.org/detail.go?type=gene&acc=3156,,,3156.0,HMGCR,9606.0,Homo sapiens (human),HMGCR protein results in increased chemical synthesis of cholesterol,,,PMID:12700418,https://www.ncbi.nlm.nih.gov/pubmed/12700418,12700418,,
302,693514,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3162,HMOX1,https://ctdbase.org/detail.go?type=gene&acc=3162,,,3162.0,HMOX1,10116.0,Rattus norvegicus (Norway rat),[cholesterol co-treated with particulate matter] results in increased expression of HMOX1 mrna|particulate matter promotes the reaction [cholesterol results in increased expression of HMOX1 mrna]|cholesterol results in increased expression of HMOX1 mrna|alpha-linolenic acid inhibits the reaction [particulate matter promotes the reaction [cholesterol results in increased expression of HMOX1 mrna]],,,PMID:30672636,https://www.ncbi.nlm.nih.gov/pubmed/30672636,30672636,,
303,693515,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3162,HMOX1,https://ctdbase.org/detail.go?type=gene&acc=3162,,,3162.0,HMOX1,10116.0,Rattus norvegicus (Norway rat),Cholesterol results in decreased expression of HMOX1 mrna|turmeric extract inhibits the reaction [cholesterol results in decreased expression of HMOX1 mrna],,,PMID:21535835,https://www.ncbi.nlm.nih.gov/pubmed/21535835,21535835,,
304,693516,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3162,HMOX1,https://ctdbase.org/detail.go?type=gene&acc=3162,,,3162.0,HMOX1,10116.0,Rattus norvegicus (Norway rat),[cocoa butter co-treated with sodium cholate co-treated with cholesterol] results in increased expression of HMOX1 mRNA,,,PMID:26606054,https://www.ncbi.nlm.nih.gov/pubmed/26606054,26606054,,
305,693517,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3172,HNF4A,https://ctdbase.org/detail.go?type=gene&acc=3172,,,3172.0,HNF4A,10116.0,Rattus norvegicus (Norway rat),Proanthocyanidins inhibits the reaction [[cholesterol co-treated with cholic acid] results in decreased expression of HNF4A mrna]|atorvastatin inhibits the reaction [[cholesterol co-treated with cholic acid] results in decreased expression of HNF4A mrna]|[cholesterol co-treated with cholic acid] results in decreased expression of HNF4A mRNA,,,PMID:30273964,https://www.ncbi.nlm.nih.gov/pubmed/30273964,30273964,,
306,693518,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3383,ICAM1,https://ctdbase.org/detail.go?type=gene&acc=3383,,,3383.0,ICAM1,10116.0,Rattus norvegicus (Norway rat),Resveratrol inhibits the reaction [[cholesterol co-treated with ergosterol] results in increased expression of ICAM1 mrna]|[cholesterol co-treated with ergosterol] results in increased expression of ICAM1 protein|[cholesterol co-treated with ergosterol] results in increased expression of ICAM1 mrna|resveratrol inhibits the reaction [[cholesterol co-treated with ergosterol] results in increased expression of ICAM1 protein],,,PMID:25833014,https://www.ncbi.nlm.nih.gov/pubmed/25833014,25833014,,
307,693519,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,217845,IFI27L2B,https://ctdbase.org/detail.go?type=gene&acc=217845,,,217845.0,Ifi27l2b,10090.0,Mus musculus (house mouse),"[cholesterol co-treated with 1,2-dioleoyloxy-3-(trimethylammonium)propane] results in increased expression of IFI27L2B mRNA",,,PMID:22129739,https://www.ncbi.nlm.nih.gov/pubmed/22129739,22129739,,
308,693520,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,10561,IFI44,https://ctdbase.org/detail.go?type=gene&acc=10561,,,10561.0,IFI44,10090.0,Mus musculus (house mouse),"[cholesterol co-treated with 1,2-dioleoyloxy-3-(trimethylammonium)propane] results in increased expression of IFI44 mRNA",,,PMID:22129739,https://www.ncbi.nlm.nih.gov/pubmed/22129739,22129739,,
309,693712,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3437,IFIT3,https://ctdbase.org/detail.go?type=gene&acc=3437,,,3437.0,IFIT3,10090.0,Mus musculus (house mouse),"[cholesterol co-treated with 1,2-dioleoyloxy-3-(trimethylammonium)propane] results in increased expression of IFIT3 mRNA",,,PMID:22129739,https://www.ncbi.nlm.nih.gov/pubmed/22129739,22129739,,
310,693713,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3458,IFNG,https://ctdbase.org/detail.go?type=gene&acc=3458,,,3458.0,IFNG,10116.0,Rattus norvegicus (Norway rat),Alpha-linolenic acid inhibits the reaction [[cholesterol co-treated with particulate matter] results in increased expression of IFNG protein]|[cholesterol co-treated with particulate matter] results in increased expression of IFNG protein,,,PMID:30672636,https://www.ncbi.nlm.nih.gov/pubmed/30672636,30672636,,
311,693714,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3479,IGF1,https://ctdbase.org/detail.go?type=gene&acc=3479,,,3479.0,IGF1,10116.0,Rattus norvegicus (Norway rat),"[1,2-dioleoyloxy-3-(trimethylammonium)propane co-treated with cholesterol] results in increased expression of IGF1 protein",,,PMID:16034455,https://www.ncbi.nlm.nih.gov/pubmed/16034455,16034455,,
312,693715,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3482,IGF2R,https://ctdbase.org/detail.go?type=gene&acc=3482,,,3482.0,IGF2R,10116.0,Rattus norvegicus (Norway rat),[IGF2R protein alternative form results in increased susceptibility to streptozocin] which results in increased abundance of cholesterol,,,PMID:35993117,https://www.ncbi.nlm.nih.gov/pubmed/35993117,35993117,,
313,693716,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3484,IGFBP1,https://ctdbase.org/detail.go?type=gene&acc=3484,,,3484.0,IGFBP1,10090.0,Mus musculus (house mouse),"[cholesterol co-treated with 1,2-dioleoyloxy-3-(trimethylammonium)propane] results in increased expression of IGFBP1 mRNA",,,PMID:22129739,https://www.ncbi.nlm.nih.gov/pubmed/22129739,22129739,,
314,693717,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3486,IGFBP3,https://ctdbase.org/detail.go?type=gene&acc=3486,,,3486.0,IGFBP3,10116.0,Rattus norvegicus (Norway rat),"[1,2-dioleoyloxy-3-(trimethylammonium)propane co-treated with cholesterol] results in increased expression of IGFBP3 protein",,,PMID:16034455,https://www.ncbi.nlm.nih.gov/pubmed/16034455,16034455,,
315,693718,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3586,IL10,https://ctdbase.org/detail.go?type=gene&acc=3586,,,3586.0,IL10,10090.0,Mus musculus (house mouse),[dietary fats co-treated with bisphenol A co-treated with cholesterol] results in decreased secretion of IL10 protein,,,PMID:33239236,https://www.ncbi.nlm.nih.gov/pubmed/33239236,33239236,,
316,693719,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,10068,IL18BP,https://ctdbase.org/detail.go?type=gene&acc=10068,,,10068.0,IL18BP,10090.0,Mus musculus (house mouse),"[cholesterol co-treated with 1,2-dioleoyloxy-3-(trimethylammonium)propane] results in increased expression of IL18BP mRNA",,,PMID:22129739,https://www.ncbi.nlm.nih.gov/pubmed/22129739,22129739,,
317,693720,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3553,IL1B,https://ctdbase.org/detail.go?type=gene&acc=3553,,,3553.0,IL1B,9606.0,Homo sapiens (human),Cholesterol results in increased expression of IL1B mrna|clec4e protein promotes the reaction [[cholesterol co-treated with lipopolysaccharides] results in increased expression of IL1B protein]|[cholesterol co-treated with lipopolysaccharides] results in increased expression of IL1B protein,,,PMID:26296894,https://www.ncbi.nlm.nih.gov/pubmed/26296894,26296894,,
318,693721,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3553,IL1B,https://ctdbase.org/detail.go?type=gene&acc=3553,,,3553.0,IL1B,10090.0,Mus musculus (house mouse),Amitriptyline inhibits the reaction [cholesterol analog results in increased expression of IL1B protein]|cholesterol analog results in increased expression of IL1B protein|smpd1 protein affects the reaction [cholesterol analog results in increased expression of IL1B protein],,,PMID:28633109,https://www.ncbi.nlm.nih.gov/pubmed/28633109,28633109,,
319,693915,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3553,IL1B,https://ctdbase.org/detail.go?type=gene&acc=3553,,,3553.0,IL1B,10090.0,Mus musculus (house mouse),Resveratrol inhibits the reaction [bisphenol A promotes the reaction [cholesterol results in increased secretion of IL1B protein]]|[dietary fats co-treated with bisphenol A co-treated with cholesterol] results in increased secretion of IL1B protein|nbn protein inhibits the reaction [bisphenol A promotes the reaction [cholesterol results in increased secretion of IL1B protein]]|[cholesterol co-treated with lipopolysaccharides] results in increased secretion of IL1B protein|bisphenol A promotes the reaction [[cholesterol co-treated with lipopolysaccharides] results in increased secretion of IL1B protein],,,PMID:33239236,https://www.ncbi.nlm.nih.gov/pubmed/33239236,33239236,,
320,693916,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3553,IL1B,https://ctdbase.org/detail.go?type=gene&acc=3553,,,3553.0,IL1B,10090.0,Mus musculus (house mouse),Cholesterol promotes the reaction [lipopolysaccharides results in increased secretion of IL1B protein]|quercetin inhibits the reaction [cholesterol promotes the reaction [lipopolysaccharides results in increased secretion of IL1B protein]],,,PMID:22869926,https://www.ncbi.nlm.nih.gov/pubmed/22869926,22869926,,
321,693917,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3553,IL1B,https://ctdbase.org/detail.go?type=gene&acc=3553,,,3553.0,IL1B,10116.0,Rattus norvegicus (Norway rat),[cholesterol co-treated with particulate matter] results in increased expression of IL1B protein|alpha-linolenic acid inhibits the reaction [[cholesterol co-treated with particulate matter] results in increased expression of IL1B protein]|cholesterol results in increased expression of IL1B protein,,,PMID:30672636,https://www.ncbi.nlm.nih.gov/pubmed/30672636,30672636,,
322,693918,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3553,IL1B,https://ctdbase.org/detail.go?type=gene&acc=3553,,,3553.0,IL1B,10116.0,Rattus norvegicus (Norway rat),[cholesterol co-treated with ergosterol] results in increased expression of and results in increased secretion of IL1B protein|resveratrol inhibits the reaction [[cholesterol co-treated with ergosterol] results in increased expression of IL1B mrna]|resveratrol inhibits the reaction [[cholesterol co-treated with ergosterol] results in increased expression of and results in increased secretion of IL1B protein]|[cholesterol co-treated with ergosterol] results in increased expression of IL1B mRNA,,,PMID:25833014,https://www.ncbi.nlm.nih.gov/pubmed/25833014,25833014,,
323,693919,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3553,IL1B,https://ctdbase.org/detail.go?type=gene&acc=3553,,,3553.0,IL1B,10116.0,Rattus norvegicus (Norway rat),[cocoa butter co-treated with sodium cholate co-treated with cholesterol] results in increased expression of IL1B mRNA,,,PMID:26606054,https://www.ncbi.nlm.nih.gov/pubmed/26606054,26606054,,
324,693920,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3553,IL1B,https://ctdbase.org/detail.go?type=gene&acc=3553,,,3553.0,IL1B,9606.0,Homo sapiens (human),[pirinixic acid binds to and results in increased activity of PPARA protein] inhibits the reaction [IL1B protein results in decreased transport of cholesterol]|[il1b protein results in decreased expression of ABCA1 mrna] which results in decreased transport of cholesterol|il1b protein results in increased abundance of cholesterol|[il1b protein results in decreased expression of ABCA1 mrna] which results in increased abundance of cholesterol|[bezafibrate binds to and results in increased activity of PPARA protein] inhibits the reaction [IL1B protein results in decreased transport of cholesterol]|il1b protein results in decreased transport of cholesterol,,,PMID:12595494,https://www.ncbi.nlm.nih.gov/pubmed/12595494,12595494,,
325,693921,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3557,IL1RN,https://ctdbase.org/detail.go?type=gene&acc=3557,,,3557.0,IL1RN,9606.0,Homo sapiens (human),Cholesterol results in increased expression of IL1RN mRNA,,,PMID:26296894,https://www.ncbi.nlm.nih.gov/pubmed/26296894,26296894,,
326,693922,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3569,IL6,https://ctdbase.org/detail.go?type=gene&acc=3569,,,3569.0,IL6,10090.0,Mus musculus (house mouse),Cholesterol inhibits the reaction [irbesartan results in increased expression of IL6 protein]|cholesterol results in increased expression of IL6 mrna|cholesterol inhibits the reaction [irbesartan results in increased expression of IL6 mrna]|cholesterol results in increased expression of IL6 protein,,,PMID:19028402,https://www.ncbi.nlm.nih.gov/pubmed/19028402,19028402,,
327,694112,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3569,IL6,https://ctdbase.org/detail.go?type=gene&acc=3569,,,3569.0,IL6,10090.0,Mus musculus (house mouse),[dietary fats co-treated with bisphenol A co-treated with cholesterol] results in increased secretion of IL6 protein,,,PMID:33239236,https://www.ncbi.nlm.nih.gov/pubmed/33239236,33239236,,
328,694113,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3569,IL6,https://ctdbase.org/detail.go?type=gene&acc=3569,,,3569.0,IL6,10116.0,Rattus norvegicus (Norway rat),Cholesterol promotes the reaction [particulate matter results in increased expression of IL6 protein]|alpha-linolenic acid inhibits the reaction [cholesterol promotes the reaction [particulate matter results in increased expression of IL6 protein]]|[cholesterol co-treated with particulate matter] results in increased expression of IL6 mRNA,,,PMID:30672636,https://www.ncbi.nlm.nih.gov/pubmed/30672636,30672636,,
329,694114,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3624,INHBA,https://ctdbase.org/detail.go?type=gene&acc=3624,,,3624.0,INHBA,9606.0,Homo sapiens (human),Cholesterol results in increased expression of INHBA mRNA,,,PMID:26296894,https://www.ncbi.nlm.nih.gov/pubmed/26296894,26296894,,
330,694115,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3630,INS,https://ctdbase.org/detail.go?type=gene&acc=3630,,,3630.0,INS,10090.0,Mus musculus (house mouse),[1-methyl-3-isobutylxanthine co-treated with butylbenzyl phthalate co-treated with INS protein] results in increased abundance of cholesterol analog,,,PMID:26820058,https://www.ncbi.nlm.nih.gov/pubmed/26820058,26820058,,
331,694116,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,16333,INS1,https://ctdbase.org/detail.go?type=gene&acc=16333,,,16333.0,Ins1,10116.0,Rattus norvegicus (Norway rat),[streptozocin co-treated with coconut oil co-treated with cholesterol] results in increased expression of INS1 protein|metformin inhibits the reaction [[streptozocin co-treated with coconut oil co-treated with cholesterol] results in increased expression of INS1 protein]|plant extracts inhibits the reaction [[streptozocin co-treated with coconut oil co-treated with cholesterol] results in increased expression of INS1 protein],,,PMID:31877369,https://www.ncbi.nlm.nih.gov/pubmed/31877369,31877369,,
332,694117,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3638,INSIG1,https://ctdbase.org/detail.go?type=gene&acc=3638,,,3638.0,INSIG1,10029.0,Cricetulus griseus (Chinese hamster),[25-hydroxycholesterol co-treated with cholesterol] promotes the reaction [SCAP protein binds to INSIG1 protein],,,PMID:19716478,https://www.ncbi.nlm.nih.gov/pubmed/19716478,19716478,,
333,694118,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3665,IRF7,https://ctdbase.org/detail.go?type=gene&acc=3665,,,3665.0,IRF7,10090.0,Mus musculus (house mouse),"[cholesterol co-treated with 1,2-dioleoyloxy-3-(trimethylammonium)propane] results in increased expression of IRF7 mRNA",,,PMID:22129739,https://www.ncbi.nlm.nih.gov/pubmed/22129739,22129739,,
334,694119,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3667,IRS1,https://ctdbase.org/detail.go?type=gene&acc=3667,,,3667.0,IRS1,9606.0,Homo sapiens (human),IRS1 gene polymorphism affects the abundance of cholesterol,,,PMID:10591678,https://www.ncbi.nlm.nih.gov/pubmed/10591678,10591678,,
335,694120,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,9636,ISG15,https://ctdbase.org/detail.go?type=gene&acc=9636,,,9636.0,ISG15,10090.0,Mus musculus (house mouse),"[cholesterol co-treated with 1,2-dioleoyloxy-3-(trimethylammonium)propane] results in increased expression of ISG15 mRNA",,,PMID:22129739,https://www.ncbi.nlm.nih.gov/pubmed/22129739,22129739,,
336,694309,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3757,KCNH2,https://ctdbase.org/detail.go?type=gene&acc=3757,,,3757.0,KCNH2,10116.0,Rattus norvegicus (Norway rat),Cholesterol results in decreased localization of KCNH2 protein,,,PMID:21525004,https://www.ncbi.nlm.nih.gov/pubmed/21525004,21525004,,
337,694310,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,4254,KITLG,https://ctdbase.org/detail.go?type=gene&acc=4254,,,4254.0,KITLG,9606.0,Homo sapiens (human),Cholesterol results in increased expression of KITLG mRNA,,,PMID:26296894,https://www.ncbi.nlm.nih.gov/pubmed/26296894,26296894,,
338,694311,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3880,KRT19,https://ctdbase.org/detail.go?type=gene&acc=3880,,,3880.0,KRT19,9606.0,Homo sapiens (human),Cholesterol inhibits the reaction [arachidonyl dopamine results in increased expression of KRT19 mrna],,,PMID:33393692,https://www.ncbi.nlm.nih.gov/pubmed/33393692,33393692,,
339,694312,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3916,LAMP1,https://ctdbase.org/detail.go?type=gene&acc=3916,,,3916.0,LAMP1,9606.0,Homo sapiens (human),Cholesterol results in increased expression of LAMP1 protein,,,PMID:28275691,https://www.ncbi.nlm.nih.gov/pubmed/28275691,28275691,,
340,694313,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3931,LCAT,https://ctdbase.org/detail.go?type=gene&acc=3931,,,3931.0,LCAT,10116.0,Rattus norvegicus (Norway rat),[cholesterol co-treated with cholic acid] results in increased activity of LCAT protein|proanthocyanidins inhibits the reaction [[cholesterol co-treated with cholic acid] results in increased activity of LCAT protein]|atorvastatin inhibits the reaction [[cholesterol co-treated with cholic acid] results in increased activity of LCAT protein],,,PMID:30273964,https://www.ncbi.nlm.nih.gov/pubmed/30273964,30273964,,
341,694314,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3934,LCN2,https://ctdbase.org/detail.go?type=gene&acc=3934,,,3934.0,LCN2,10090.0,Mus musculus (house mouse),"[cholesterol co-treated with 1,2-dioleoyloxy-3-(trimethylammonium)propane] results in increased expression of LCN2 mRNA",,,PMID:22129739,https://www.ncbi.nlm.nih.gov/pubmed/22129739,22129739,,
342,694315,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3949,LDLR,https://ctdbase.org/detail.go?type=gene&acc=3949,,,3949.0,LDLR,9606.0,Homo sapiens (human),[CYP27A1 protein results in increased chemical synthesis of bile acids and salts] promotes the reaction [LDLR protein results in increased uptake of cholesterol]|ldlr protein results in increased uptake of cholesterol,,,PMID:16477808,https://www.ncbi.nlm.nih.gov/pubmed/16477808,16477808,,
343,694316,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3949,LDLR,https://ctdbase.org/detail.go?type=gene&acc=3949,,,3949.0,LDLR,9606.0,Homo sapiens (human),LDLR gene mutant form results in increased susceptibility to [25-hydroxycholesterol co-treated with cholesterol]|ldlr gene mutant form promotes the reaction [[25-hydroxycholesterol co-treated with cholesterol] results in decreased activity of HMGCR protein],,,PMID:12477733,https://www.ncbi.nlm.nih.gov/pubmed/12477733,12477733,,
344,694317,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3949,LDLR,https://ctdbase.org/detail.go?type=gene&acc=3949,,,3949.0,LDLR,10036.0,Mesocricetus auratus (golden hamster),[[[cajanus cajan extract results in increased expression of CYP7A1 mrna] co-treated with [cajanus cajan extract results in increased expression of LDLR mrna]] results in increased metabolism of cholesterol] which results in increased chemical synthesis of bile acids and salts|[[cajanus cajan extract results in increased expression of CYP7A1 mrna] co-treated with [cajanus cajan extract results in increased expression of LDLR mrna]] results in decreased abundance of cholesterol|[[cajanus cajan extract results in increased expression of CYP7A1 mrna] co-treated with [cajanus cajan extract results in increased expression of LDLR mrna]] results in increased metabolism of cholesterol,,,PMID:23287313,https://www.ncbi.nlm.nih.gov/pubmed/23287313,23287313,,
345,694518,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3949,LDLR,https://ctdbase.org/detail.go?type=gene&acc=3949,,,3949.0,LDLR,10090.0,Mus musculus (house mouse),[LDLR gene mutant form results in increased susceptibility to dietary fats] which results in increased abundance of cholesterol|argatroban inhibits the reaction [[LDLR gene mutant form results in increased susceptibility to dietary fats] which results in increased abundance of cholesterol],,,PMID:22841818,https://www.ncbi.nlm.nih.gov/pubmed/22841818,22841818,,
346,694519,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3949,LDLR,https://ctdbase.org/detail.go?type=gene&acc=3949,,,3949.0,LDLR,10090.0,Mus musculus (house mouse),Chloroquine affects the reaction [SORT1 protein affects the reaction [LDLR protein affects the abundance of cholesterol]]|sort1 protein affects the reaction [LDLR protein affects the abundance of cholesterol]|ldlr protein affects the abundance of cholesterol,,,PMID:30950489,https://www.ncbi.nlm.nih.gov/pubmed/30950489,30950489,,
347,694520,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3949,LDLR,https://ctdbase.org/detail.go?type=gene&acc=3949,,,3949.0,LDLR,10090.0,Mus musculus (house mouse),LDLR gene mutant form results in increased susceptibility to cholesterol|(+)-JQ1 compound inhibits the reaction [LDLR gene mutant form results in increased susceptibility to cholesterol],,,PMID:25263595,https://www.ncbi.nlm.nih.gov/pubmed/25263595,25263595,,
348,694521,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3949,LDLR,https://ctdbase.org/detail.go?type=gene&acc=3949,,,3949.0,LDLR,10090.0,Mus musculus (house mouse),[tobacco smoke pollution promotes the reaction [LDLR protein affects the susceptibility to dietary fats]] which results in increased abundance of cholesterol,,,PMID:22659316,https://www.ncbi.nlm.nih.gov/pubmed/22659316,22659316,,
349,694522,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3949,LDLR,https://ctdbase.org/detail.go?type=gene&acc=3949,,,3949.0,LDLR,10116.0,Rattus norvegicus (Norway rat),Proanthocyanidins inhibits the reaction [[cholesterol co-treated with cholic acid] results in decreased expression of LDLR mrna]|[cholesterol co-treated with cholic acid] results in decreased expression of LDLR mrna|atorvastatin inhibits the reaction [[cholesterol co-treated with cholic acid] results in decreased expression of LDLR mrna],,,PMID:30273964,https://www.ncbi.nlm.nih.gov/pubmed/30273964,30273964,,
350,694523,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,3949,LDLR,https://ctdbase.org/detail.go?type=gene&acc=3949,,,3949.0,LDLR,10116.0,Rattus norvegicus (Norway rat),Cholesterol inhibits the reaction [[cholesterol deficiency co-treated with lovastatin] results in increased expression of LDLR mrna]|[cholesterol deficiency co-treated with lovastatin] results in increased expression of LDLR mRNA,,,PMID:20578043,https://www.ncbi.nlm.nih.gov/pubmed/20578043,20578043,,
