, id,cid,dsn,cmpdname,srccmpd,srccmpdname,srccmpdurl,srctarget,srctargetname,srctargeturl,protacxn,protname,geneid,genename,taxid,taxname,action,actname,actvalue,evids,evurls,pmids,dois,citations
0,541222,5997,BindingDB,Cholesterol,20192,"(1S,2R,5S,10S,11S,14R,15R)-2,15-dimethyl-14-[(2R)-6-methylheptan-2-yl]tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-7-en-5-ol",https://www.bindingdb.org/rwd/bind/chemsearch/marvin/MolStructure.jsp?monomerid=20192,9818,Oxysterol-binding protein 2,https://www.bindingdb.org/rwd/jsp/dbsearch/PrimarySearch_ki.jsp?tag=pol&polymerid=9818,Q969R2,Oxysterol-binding protein 2,23762.0,OSBP2,9606.0,Homo sapiens (human),,,,PMID:24742681|DOI:10.1074/jbc.M114.571216,https://www.ncbi.nlm.nih.gov/pubmed/24742681|https://doi.org/10.1074/jbc.M114.571216,24742681,10.1074/jbc.M114.571216,
1,541223,5997,BindingDB,Cholesterol,20192,"(1S,2R,5S,10S,11S,14R,15R)-2,15-dimethyl-14-[(2R)-6-methylheptan-2-yl]tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-7-en-5-ol",https://www.bindingdb.org/rwd/bind/chemsearch/marvin/MolStructure.jsp?monomerid=20192,9819,"Oxysterol-binding protein 2 [1-181,275-916]",https://www.bindingdb.org/rwd/jsp/dbsearch/PrimarySearch_ki.jsp?tag=pol&polymerid=9819,Q969R2,Oxysterol-binding protein 2,23762.0,OSBP2,9606.0,Homo sapiens (human),,,,PMID:24742681|DOI:10.1074/jbc.M114.571216,https://www.ncbi.nlm.nih.gov/pubmed/24742681|https://doi.org/10.1074/jbc.M114.571216,24742681,10.1074/jbc.M114.571216,
2,576878,5997,DrugBank,Cholesterol,DB04540,Cholesterol,https://www.drugbank.ca/drugs/DB04540,BE0003848,Nuclear receptor subfamily 1 group I member 3,https://www.drugbank.ca/bio_entities/BE0003848,Q14994,Nuclear receptor subfamily 1 group I member 3 ,9970.0,NR1I3,9606.0,Homo sapiens (human),,,,PMID:16051528,https://www.ncbi.nlm.nih.gov/pubmed/16051528,16051528,,
3,576879,5997,DrugBank,Cholesterol,DB04540,Cholesterol,https://www.drugbank.ca/drugs/DB04540,BE0000779,Vitamin D3 receptor,https://www.drugbank.ca/bio_entities/BE0000779,P11473,Vitamin D3 receptor,7421.0,VDR,9606.0,Homo sapiens (human),,,,PMID:16051528,https://www.ncbi.nlm.nih.gov/pubmed/16051528,16051528,,
4,576880,5997,DrugBank,Cholesterol,DB04540,Cholesterol,https://www.drugbank.ca/drugs/DB04540,BE0009096,C-type lectin domain family 4 member E,https://www.drugbank.ca/bio_entities/BE0009096,Q9ULY5,C-type lectin domain family 4 member E,26253.0,CLEC4E,9606.0,Homo sapiens (human),Ligand,,,PMID:26296894,https://www.ncbi.nlm.nih.gov/pubmed/26296894,26296894,,
5,576881,5997,DrugBank,Cholesterol,DB04540,Cholesterol,https://www.drugbank.ca/drugs/DB04540,BE0004545,Nuclear receptor ROR-alpha,https://www.drugbank.ca/bio_entities/BE0004545,P35398,Nuclear receptor ROR-alpha,6095.0,RORA,9606.0,Homo sapiens (human),,,,PMID:10592235|PMID:17139284|PMID:17016423,https://www.ncbi.nlm.nih.gov/pubmed/10592235|https://www.ncbi.nlm.nih.gov/pubmed/17139284|https://www.ncbi.nlm.nih.gov/pubmed/17016423,10592235|17139284|17016423,,
6,576882,5997,DrugBank,Cholesterol,DB04540,Cholesterol,https://www.drugbank.ca/drugs/DB04540,BE0001032,Multidrug resistance protein 1,https://www.drugbank.ca/bio_entities/BE0001032,P08183,ATP-dependent translocase ABCB1,5243.0,ABCB1,9606.0,Homo sapiens (human),Inhibitor,,,PMID:11027568,https://www.ncbi.nlm.nih.gov/pubmed/11027568,11027568,,
7,576883,5997,DrugBank,Cholesterol,DB04540,Cholesterol,https://www.drugbank.ca/drugs/DB04540,BE0001067,ATP-binding cassette sub-family G member 2,https://www.drugbank.ca/bio_entities/BE0001067,Q9UNQ0,Broad substrate specificity ATP-binding cassette transporter ABCG2,9429.0,ABCG2,9606.0,Homo sapiens (human),Inducer,,,PMID:12668685,https://www.ncbi.nlm.nih.gov/pubmed/12668685,12668685,,
8,625655,5997,BindingDB,Cholesterol,20192,"(1S,2R,5S,10S,11S,14R,15R)-2,15-dimethyl-14-[(2R)-6-methylheptan-2-yl]tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-7-en-5-ol",https://www.bindingdb.org/rwd/bind/chemsearch/marvin/MolStructure.jsp?monomerid=20192,8781,TspO-like protein,https://www.bindingdb.org/rwd/jsp/dbsearch/PrimarySearch_ki.jsp?tag=pol&polymerid=8781,,,,,,,,,,PMID:27990801|DOI:10.1021/acs.biochem.6b01019,https://www.ncbi.nlm.nih.gov/pubmed/27990801|https://doi.org/10.1021/acs.biochem.6b01019,27990801,10.1021/acs.biochem.6b01019,
9,625841,5997,BindingDB,Cholesterol,20192,"(1S,2R,5S,10S,11S,14R,15R)-2,15-dimethyl-14-[(2R)-6-methylheptan-2-yl]tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-7-en-5-ol",https://www.bindingdb.org/rwd/bind/chemsearch/marvin/MolStructure.jsp?monomerid=20192,8781,TspO-like protein,https://www.bindingdb.org/rwd/jsp/dbsearch/PrimarySearch_ki.jsp?tag=pol&polymerid=8781,,,,,,,,,,PMID:27990801|DOI:10.1021/acs.biochem.6b01019,https://www.ncbi.nlm.nih.gov/pubmed/27990801|https://doi.org/10.1021/acs.biochem.6b01019,27990801,10.1021/acs.biochem.6b01019,
10,632453,5997,BindingDB,Cholesterol,20192,"(1S,2R,5S,10S,11S,14R,15R)-2,15-dimethyl-14-[(2R)-6-methylheptan-2-yl]tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-7-en-5-ol",https://www.bindingdb.org/rwd/bind/chemsearch/marvin/MolStructure.jsp?monomerid=20192,877,Oxysterols receptor LXR-alpha,https://www.bindingdb.org/rwd/jsp/dbsearch/PrimarySearch_ki.jsp?tag=pol&polymerid=877,Q13133,Oxysterols receptor LXR-alpha,10062.0,NR1H3,9606.0,Homo sapiens (human),,,,PMID:11300870|DOI:10.1021/jm0004749,https://www.ncbi.nlm.nih.gov/pubmed/11300870|https://doi.org/10.1021/jm0004749,11300870,10.1021/jm0004749,
11,657566,5997,IUPHAR/BPS Guide to PHARMACOLOGY,Cholesterol,2718,cholesterol,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=2718,598,RAR-related orphan receptor-α,https://guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=598,P35398,Nuclear receptor ROR-alpha,6095.0,RORA,9606.0,Homo sapiens (human),Agonist,,5.42,PMID:8858107|PMID:12467577,https://www.ncbi.nlm.nih.gov/pubmed/8858107|https://www.ncbi.nlm.nih.gov/pubmed/12467577,8858107|12467577,,
12,683331,5997,BindingDB,Cholesterol,20192,"(1S,2R,5S,10S,11S,14R,15R)-2,15-dimethyl-14-[(2R)-6-methylheptan-2-yl]tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-7-en-5-ol",https://www.bindingdb.org/rwd/bind/chemsearch/marvin/MolStructure.jsp?monomerid=20192,5176,Steroid C26-monooxygenase,https://www.bindingdb.org/rwd/jsp/dbsearch/PrimarySearch_ki.jsp?tag=pol&polymerid=5176,P9WPP0,Steroid C26-monooxygenase,,,83331.0,Mycobacterium tuberculosis CDC1551,,,,PMID:20889498|DOI:10.1074/jbc.M110.164293,https://www.ncbi.nlm.nih.gov/pubmed/20889498|https://doi.org/10.1074/jbc.M110.164293,20889498,10.1074/jbc.M110.164293,
13,683520,5997,BindingDB,Cholesterol,20192,"(1S,2R,5S,10S,11S,14R,15R)-2,15-dimethyl-14-[(2R)-6-methylheptan-2-yl]tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-7-en-5-ol",https://www.bindingdb.org/rwd/bind/chemsearch/marvin/MolStructure.jsp?monomerid=20192,5177,Steroid C26-monooxygenase,https://www.bindingdb.org/rwd/jsp/dbsearch/PrimarySearch_ki.jsp?tag=pol&polymerid=5177,P9WPL4,Steroid C26-monooxygenase,,,83331.0,Mycobacterium tuberculosis CDC1551,,,,PMID:20889498|DOI:10.1074/jbc.M110.164293,https://www.ncbi.nlm.nih.gov/pubmed/20889498|https://doi.org/10.1074/jbc.M110.164293,20889498,10.1074/jbc.M110.164293,
14,686345,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,207,AKT1,https://ctdbase.org/detail.go?type=gene&acc=207,,,207.0,AKT1,9606.0,Homo sapiens (human),Cholesterol results in increased expression of and results in increased phosphorylation of AKT1 protein,,,PMID:19672739,https://www.ncbi.nlm.nih.gov/pubmed/19672739,19672739,,
15,686346,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,19,ABCA1,https://ctdbase.org/detail.go?type=gene&acc=19,,,19.0,ABCA1,9606.0,Homo sapiens (human),PLD2 protein inhibits the reaction [linoleic acid inhibits the reaction [APOA1 protein affects the reaction [ABCA1 protein results in increased export of cholesterol]]]|1-oleoyl-2-acetylglycerol inhibits the reaction [APOA1 protein affects the reaction [ABCA1 protein results in increased transport of cholesterol]]|1-butanol inhibits the reaction [linoleic acid inhibits the reaction [ABCA1 protein results in increased export of cholesterol]]|abca1 protein results in increased transport of cholesterol|arachidonic acid inhibits the reaction [APOA1 protein affects the reaction [ABCA1 protein results in increased transport of cholesterol]]|oleic acid inhibits the reaction [APOA1 protein affects the reaction [ABCA1 protein results in increased transport of cholesterol]]|palmitoleic acid inhibits the reaction [APOA1 protein affects the reaction [ABCA1 protein results in increased transport of cholesterol]]|apoa1 protein affects the reaction [ABCA1 protein results in increased transport of cholesterol]|linoleic acid inhibits the reaction [ABCA1 protein results in increased export of cholesterol]|linoleic acid inhibits the reaction [APOA1 protein affects the reaction [ABCA1 protein results in increased transport of cholesterol]]|pld2 protein affects the reaction [APOA1 protein affects the reaction [ABCA1 protein results in increased export of cholesterol]]|triacsin C inhibits the reaction [linoleic acid inhibits the reaction [ABCA1 protein results in increased transport of cholesterol]]|mastoparan inhibits the reaction [APOA1 protein affects the reaction [ABCA1 protein results in increased export of cholesterol]],,,PMID:16118212,https://www.ncbi.nlm.nih.gov/pubmed/16118212,16118212,,
16,686538,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,19,ABCA1,https://ctdbase.org/detail.go?type=gene&acc=19,,,19.0,ABCA1,9606.0,Homo sapiens (human),ABCA1 protein results in increased export of cholesterol,,,PMID:15983222|PMID:20655299,https://www.ncbi.nlm.nih.gov/pubmed/15983222|https://www.ncbi.nlm.nih.gov/pubmed/20655299,15983222|20655299,,
17,686539,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,19,ABCA1,https://ctdbase.org/detail.go?type=gene&acc=19,,,19.0,ABCA1,9606.0,Homo sapiens (human),APOA1 protein promotes the reaction [ABCA1 protein results in increased export of cholesterol]|glyoxal inhibits the reaction [ABCA1 protein results in increased export of cholesterol]|glycolaldehyde inhibits the reaction [ABCA1 protein results in increased export of cholesterol],,,PMID:15983222,https://www.ncbi.nlm.nih.gov/pubmed/15983222,15983222,,
18,686540,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,19,ABCA1,https://ctdbase.org/detail.go?type=gene&acc=19,,,19.0,ABCA1,9606.0,Homo sapiens (human),[HCAR2 protein results in decreased expression of ABCA1 protein] which results in decreased export of cholesterol|[[niacin binds to and results in increased activity of HCAR2 protein] which results in decreased expression of ABCA1 protein] which results in decreased export of cholesterol,,,PMID:20655299,https://www.ncbi.nlm.nih.gov/pubmed/20655299,20655299,,
19,686541,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,19,ABCA1,https://ctdbase.org/detail.go?type=gene&acc=19,,,19.0,ABCA1,9606.0,Homo sapiens (human),ABCA1 protein results in increased secretion of cholesterol|[resveratrol results in increased expression of ABCA1 protein] which results in increased secretion of cholesterol,,,PMID:20372816,https://www.ncbi.nlm.nih.gov/pubmed/20372816,20372816,,
20,686542,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,19,ABCA1,https://ctdbase.org/detail.go?type=gene&acc=19,,,19.0,ABCA1,10036.0,Mesocricetus auratus (golden hamster),Cholesterol results in increased expression of ABCA1 mRNA,,,PMID:15342687,https://www.ncbi.nlm.nih.gov/pubmed/15342687,15342687,,
21,686543,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,19,ABCA1,https://ctdbase.org/detail.go?type=gene&acc=19,,,19.0,ABCA1,10090.0,Mus musculus (house mouse),ABCA1 protein affects the export of cholesterol,,,PMID:14993927,https://www.ncbi.nlm.nih.gov/pubmed/14993927,14993927,,
22,686544,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,19,ABCA1,https://ctdbase.org/detail.go?type=gene&acc=19,,,19.0,ABCA1,10090.0,Mus musculus (house mouse),ABCA1 protein results in increased export of cholesterol,,,PMID:20655299|PMID:22022523,https://www.ncbi.nlm.nih.gov/pubmed/20655299|https://www.ncbi.nlm.nih.gov/pubmed/22022523,20655299|22022523,,
23,686545,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,19,ABCA1,https://ctdbase.org/detail.go?type=gene&acc=19,,,19.0,ABCA1,10090.0,Mus musculus (house mouse),[capsaicin results in increased expression of ABCA1 protein] which results in decreased uptake of cholesterol|[capsaicin results in increased expression of ABCA1 protein] which results in increased secretion of cholesterol,,,PMID:21908651,https://www.ncbi.nlm.nih.gov/pubmed/21908651,21908651,,
24,686546,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,19,ABCA1,https://ctdbase.org/detail.go?type=gene&acc=19,,,19.0,ABCA1,10090.0,Mus musculus (house mouse),[cholesterol co-treated with dietary fats] results in increased expression of ABCA1 mRNA,,,PMID:15694933,https://www.ncbi.nlm.nih.gov/pubmed/15694933,15694933,,
25,686547,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,19,ABCA1,https://ctdbase.org/detail.go?type=gene&acc=19,,,19.0,ABCA1,10090.0,Mus musculus (house mouse),[cholesterol deficiency co-treated with dietary fats] results in decreased expression of ABCA1 mRNA,,,PMID:18356535,https://www.ncbi.nlm.nih.gov/pubmed/18356535,18356535,,
26,686747,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,19,ABCA1,https://ctdbase.org/detail.go?type=gene&acc=19,,,19.0,ABCA1,10090.0,Mus musculus (house mouse),"[[plant preparations co-treated with cholesterol, dietary] results in increased expression of ABCA1 mrna] which results in increased secretion of cholesterol",,,PMID:23900008,https://www.ncbi.nlm.nih.gov/pubmed/23900008,23900008,,
27,686748,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,19,ABCA1,https://ctdbase.org/detail.go?type=gene&acc=19,,,19.0,ABCA1,10116.0,Rattus norvegicus (Norway rat),[cholesterol co-treated with 25-hydroxycholesterol] results in decreased expression of ABCA1 mrna|[[colestimide co-treated with pravastatin] results in increased expression of ABCA1 protein] which results in decreased abundance of cholesterol,,,PMID:17526932,https://www.ncbi.nlm.nih.gov/pubmed/17526932,17526932,,
28,686749,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,19,ABCA1,https://ctdbase.org/detail.go?type=gene&acc=19,,,19.0,ABCA1,10116.0,Rattus norvegicus (Norway rat),Cholesterol inhibits the reaction [bisphenol A results in decreased expression of ABCA1 mrna],,,PMID:28859904,https://www.ncbi.nlm.nih.gov/pubmed/28859904,28859904,,
29,686750,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,19,ABCA1,https://ctdbase.org/detail.go?type=gene&acc=19,,,19.0,ABCA1,9606.0,Homo sapiens (human),ABCA1 protein affects the transport of cholesterol,,,PMID:15883047,https://www.ncbi.nlm.nih.gov/pubmed/15883047,15883047,,
30,686751,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,19,ABCA1,https://ctdbase.org/detail.go?type=gene&acc=19,,,19.0,ABCA1,9606.0,Homo sapiens (human),ABCA1 protein results in increased transport of cholesterol,,,PMID:16530456,https://www.ncbi.nlm.nih.gov/pubmed/16530456,16530456,,
31,686752,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,19,ABCA1,https://ctdbase.org/detail.go?type=gene&acc=19,,,19.0,ABCA1,9606.0,Homo sapiens (human),[IL1B protein results in decreased expression of ABCA1 mrna] which results in decreased transport of cholesterol|[il1b protein results in decreased expression of ABCA1 mrna] which results in increased abundance of cholesterol,,,PMID:12595494,https://www.ncbi.nlm.nih.gov/pubmed/12595494,12595494,,
32,686753,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,8647,ABCB11,https://ctdbase.org/detail.go?type=gene&acc=8647,,,8647.0,ABCB11,10090.0,Mus musculus (house mouse),ABCB11 protein results in increased secretion of cholesterol,,,PMID:14570929,https://www.ncbi.nlm.nih.gov/pubmed/14570929,14570929,,
33,686754,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,5244,ABCB4,https://ctdbase.org/detail.go?type=gene&acc=5244,,,5244.0,ABCB4,10090.0,Mus musculus (house mouse),ABCB4 protein affects the export of cholesterol,,,PMID:15019087,https://www.ncbi.nlm.nih.gov/pubmed/15019087,15019087,,
34,686755,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,9619,ABCG1,https://ctdbase.org/detail.go?type=gene&acc=9619,,,9619.0,ABCG1,9606.0,Homo sapiens (human),[resveratrol results in increased expression of ABCG1 protein] which results in increased secretion of cholesterol|abcg1 protein results in increased secretion of cholesterol,,,PMID:20372816,https://www.ncbi.nlm.nih.gov/pubmed/20372816,20372816,,
35,686756,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,9619,ABCG1,https://ctdbase.org/detail.go?type=gene&acc=9619,,,9619.0,ABCG1,10036.0,Mesocricetus auratus (golden hamster),Cholesterol results in increased expression of ABCG1 mRNA,,,PMID:15342687,https://www.ncbi.nlm.nih.gov/pubmed/15342687,15342687,,
36,686959,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,207,AKT1,https://ctdbase.org/detail.go?type=gene&acc=207,,,207.0,AKT1,10090.0,Mus musculus (house mouse),Cholesterol inhibits the reaction [irbesartan results in increased expression of AKT1 protein],,,PMID:19028402,https://www.ncbi.nlm.nih.gov/pubmed/19028402,19028402,,
37,686960,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,9619,ABCG1,https://ctdbase.org/detail.go?type=gene&acc=9619,,,9619.0,ABCG1,10090.0,Mus musculus (house mouse),HCAR2 protein inhibits the reaction [[niacin results in increased expression of ABCG1 protein] which results in increased export of cholesterol]|[niacin results in increased expression of ABCG1 protein] which results in increased export of cholesterol,,,PMID:21317532,https://www.ncbi.nlm.nih.gov/pubmed/21317532,21317532,,
38,686961,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,9619,ABCG1,https://ctdbase.org/detail.go?type=gene&acc=9619,,,9619.0,ABCG1,9606.0,Homo sapiens (human),ABCG1 affects the export of cholesterol,,,PMID:17194745,https://www.ncbi.nlm.nih.gov/pubmed/17194745,17194745,,
39,686962,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,9619,ABCG1,https://ctdbase.org/detail.go?type=gene&acc=9619,,,9619.0,ABCG1,9606.0,Homo sapiens (human),ABCG1 protein affects the export of cholesterol,,,PMID:16024918,https://www.ncbi.nlm.nih.gov/pubmed/16024918,16024918,,
40,686963,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,9429,ABCG2,https://ctdbase.org/detail.go?type=gene&acc=9429,,,9429.0,ABCG2,9606.0,Homo sapiens (human),Sulfasalazine promotes the reaction [cholesterol results in increased activity of ABCG2 protein]|cholesterol results in increased activity of ABCG2 protein,,,PMID:27475308,https://www.ncbi.nlm.nih.gov/pubmed/27475308,27475308,,
41,686964,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,735312,ABCG2A,https://ctdbase.org/detail.go?type=gene&acc=735312,,,735312.0,abcg2a,8022.0,Oncorhynchus mykiss (rainbow trout),Sulfasalazine affects the reaction [cholesterol results in increased activity of ABCG2A protein]|cholesterol results in increased activity of ABCG2A protein,,,PMID:27475308,https://www.ncbi.nlm.nih.gov/pubmed/27475308,27475308,,
42,686965,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,64240,ABCG5,https://ctdbase.org/detail.go?type=gene&acc=64240,,,64240.0,ABCG5,9606.0,Homo sapiens (human),ABCG5 protein affects the export of cholesterol,,,PMID:15696852,https://www.ncbi.nlm.nih.gov/pubmed/15696852,15696852,,
43,686966,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,64240,ABCG5,https://ctdbase.org/detail.go?type=gene&acc=64240,,,64240.0,ABCG5,10036.0,Mesocricetus auratus (golden hamster),Cholesterol results in increased expression of ABCG5 mRNA,,,PMID:15342687,https://www.ncbi.nlm.nih.gov/pubmed/15342687,15342687,,
44,686967,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,64240,ABCG5,https://ctdbase.org/detail.go?type=gene&acc=64240,,,64240.0,ABCG5,10090.0,Mus musculus (house mouse),ABCG5 protein results in increased secretion of cholesterol|diosgenin promotes the reaction [ABCG5 protein results in increased secretion of cholesterol]|cholates promotes the reaction [ABCG5 protein results in increased secretion of cholesterol],,,PMID:15611112,https://www.ncbi.nlm.nih.gov/pubmed/15611112,15611112,,
45,686968,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,64240,ABCG5,https://ctdbase.org/detail.go?type=gene&acc=64240,,,64240.0,ABCG5,10090.0,Mus musculus (house mouse),[cholesterol deficiency co-treated with dietary fats] results in decreased expression of ABCG5 mRNA,,,PMID:18356535,https://www.ncbi.nlm.nih.gov/pubmed/18356535,18356535,,
46,687166,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,64240,ABCG5,https://ctdbase.org/detail.go?type=gene&acc=64240,,,64240.0,ABCG5,10090.0,Mus musculus (house mouse),Cholesterol results in increased expression of ABCG5 mrna|cholesterol results in decreased expression of ABCG5 mrna|[abcg5 protein binds to ABCG8 protein] which affects the transport of cholesterol,,,PMID:15683829,https://www.ncbi.nlm.nih.gov/pubmed/15683829,15683829,,
47,687167,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,64240,ABCG5,https://ctdbase.org/detail.go?type=gene&acc=64240,,,64240.0,ABCG5,10116.0,Rattus norvegicus (Norway rat),[ethinyl estradiol results in decreased expression of ABCG5 mrna] which results in decreased secretion of cholesterol|[diosgenin results in increased expression of ABCG5 mrna] which results in increased secretion of cholesterol,,,PMID:12963437,https://www.ncbi.nlm.nih.gov/pubmed/12963437,12963437,,
48,687168,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,64241,ABCG8,https://ctdbase.org/detail.go?type=gene&acc=64241,,,64241.0,ABCG8,9606.0,Homo sapiens (human),ABCG8 protein affects the export of cholesterol,,,PMID:15696852,https://www.ncbi.nlm.nih.gov/pubmed/15696852,15696852,,
49,687169,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,64241,ABCG8,https://ctdbase.org/detail.go?type=gene&acc=64241,,,64241.0,ABCG8,10036.0,Mesocricetus auratus (golden hamster),Cholesterol results in increased expression of ABCG8 mRNA,,,PMID:15342687,https://www.ncbi.nlm.nih.gov/pubmed/15342687,15342687,,
50,687170,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,64241,ABCG8,https://ctdbase.org/detail.go?type=gene&acc=64241,,,64241.0,ABCG8,10090.0,Mus musculus (house mouse),Cholates promotes the reaction [ABCG8 protein results in increased secretion of cholesterol]|diosgenin promotes the reaction [ABCG8 protein results in increased secretion of cholesterol]|abcg8 protein results in increased secretion of cholesterol,,,PMID:15611112,https://www.ncbi.nlm.nih.gov/pubmed/15611112,15611112,,
51,687171,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,64241,ABCG8,https://ctdbase.org/detail.go?type=gene&acc=64241,,,64241.0,ABCG8,10090.0,Mus musculus (house mouse),[cholesterol deficiency co-treated with dietary fats] results in decreased expression of ABCG8 mRNA,,,PMID:18356535,https://www.ncbi.nlm.nih.gov/pubmed/18356535,18356535,,
52,687172,5997,Comparative Toxicogenomics Database (CTD),Cholesterol,D002784,Cholesterol,https://ctdbase.org/detail.go?type=chem&acc=D002784,64241,ABCG8,https://ctdbase.org/detail.go?type=gene&acc=64241,,,64241.0,ABCG8,10090.0,Mus musculus (house mouse),Cholesterol results in increased expression of ABCG8 mrna|[abcg5 protein binds to ABCG8 protein] which affects the transport of cholesterol|cholesterol results in decreased expression of ABCG8 mRNA,,,PMID:15683829,https://www.ncbi.nlm.nih.gov/pubmed/15683829,15683829,,
